naics,year,emp,pay,prode,prodh,prodw,vship,matcost,vadd,invest,invent,energy,cap,equip,plant,piship,pimat,piinv,pien,dtfp5,tfp5,dtfp4,tfp4
331524,2000,34.7,1129.4,29.2,60,814.9,4199.7,1746.6,2470.4,171.1,311.2,135,2022,1512.9,509.2,1.013000011,1.014999986,0.976000011,1.034000039,-0.006,0.985000014,-0.006,0.985000014
331525,2000,9.1,267.3,7.6,15.7,189.1,965.3,388.1,579.8,20.2,90.5,35.3,559.9,343.4,216.5,1.008999944,0.998000026,0.977999985,1.031000018,0.033,1.072000027,0.033,1.072000027
331528,2000,4.4,168,3.5,7.5,102.7,727.4,266.3,469.9,11.8,107.7,18.2,309.4,236.2,73.2,1.018000007,0.998000026,0.973999977,1.026000023,-0.011,0.801999986,-0.011,0.802999973
332111,2000,26,1031.9,19.3,40.8,694.4,4835,2504.1,2344.4,141.7,691.9,221.2,3612.7,2478.9,1133.7,1.001999974,0.963,0.976999998,1.108999968,0.013,0.968999982,0.013,0.968999982
332112,2000,9.9,402.5,7.6,15.4,271.6,2032.7,997.3,1045.7,102.6,357.1,64.6,1258.9,909.9,349,1.034000039,1.001000047,1.006000042,1.110999942,0.01,0.968999982,0.01,0.968999982
332114,2000,16.2,557.9,12.2,24.7,350.4,3784,2382.8,1421.2,88.7,456.3,70.4,648.8,434.9,213.9,0.953000009,0.943000019,0.981999993,1.052999973,0.064000003,1.004999995,0.064000003,1.004999995
332115,2000,4.3,166,3.4,7.2,115.7,887.7,541.1,343,23.1,117.1,18.1,609.2,472.9,136.3,1.041000009,0.970000029,0.977999985,1.095999956,-0.008,0.851000011,-0.008,0.851000011
332116,2000,98.6,3413.2,77,160.7,2235.2,14621.5,6381.8,8326.1,717.6,1381,195.3,6969,5401.1,1568,1,0.970000029,0.986000001,1.072999954,0.054000001,1.072000027,0.054000001,1.072000027
332117,2000,11.3,421,8.2,17.1,259.3,1459,625,824.1,114.7,183.6,47.8,795.5,590.9,204.5,1.013000011,0.970000029,0.978999972,1.070000052,-0.078000002,0.893999994,-0.078000002,0.894999981
332211,2000,9.5,332.9,7.6,15.5,225.9,2304.8,481.8,1804,166.8,251,22.6,1623.1,1331.2,291.9,1.072999954,1.003000021,0.962000012,1.065999985,0.079999998,0.856999993,0.079999998,0.856999993
332212,2000,52.2,1774.2,38.5,74.7,1085.5,7375.4,2759.1,4634.1,303.1,1222.9,86.8,2996.7,2219.7,777,1.031999946,0.980000019,0.972000003,1.070000052,-0.021,0.953999996,-0.021,0.953999996
332213,2000,9.7,343.4,6.7,14,196.1,1591,595.1,995.5,49.9,242.6,21.6,673.5,543.8,129.7,1.006000042,0.957000017,0.961000025,1.036000013,0.012,0.984000027,0.012,0.984000027
